time,halfW01,d0,d1,d2,d3
2.905,0.7840,0,1,1,0
0.333,0.7788,1,3,3,1
0.367,0.7784,1,3,3,1
0.400,0.7780,1,3,3,1
0.433,0.7779,1,3,3,1
0.466,0.7776,1,3,3,1
0.499,0.7775,1,3,3,1
0.532,0.7772,1,3,3,1
0.567,0.7770,1,3,3,1
0.598,0.7768,1,3,4,1
0.634,0.7766,1,3,4,1
0.666,0.7764,1,3,4,1
0.699,0.7764,1,3,4,1
0.732,0.7762,1,3,4,1
0.765,0.7760,1,3,4,1
0.799,0.7759,1,3,4,1
0.834,0.7758,1,3,4,1
0.867,0.7756,1,3,4,1
0.900,0.7755,1,3,4,1
0.933,0.7754,1,3,4,1
0.966,0.7753,1,3,4,1
0.999,0.7751,1,3,4,1
1.033,0.7751,1,3,4,1
1.067,0.7749,1,3,4,1
1.100,0.7748,1,3,4,1
1.132,0.7748,1,3,4,1
1.166,0.7746,1,3,4,1
1.201,0.7745,1,3,4,1
1.232,0.7744,1,3,4,1
1.265,0.7743,1,3,4,1
1.299,0.7743,1,3,4,1
1.333,0.7741,1,3,4,1
1.366,0.7740,1,3,4,1
1.400,0.7739,1,3,4,1
1.433,0.7738,1,3,4,1
1.465,0.7737,1,3,4,1
1.500,0.7736,1,3,4,1
1.532,0.7735,1,3,4,1
1.567,0.7734,1,3,4,1
1.601,0.7733,1,3,4,1
1.632,0.7732,1,3,4,1
1.665,0.7731,0,0,0,0
1.699,0.7731,0,0,0,0
1.732,0.7729,0,0,0,0
1.766,0.7728,0,0,0,0
1.801,0.7727,0,0,0,0
1.832,0.7726,0,0,0,0
1.866,0.7725,0,0,0,0
1.900,0.7724,0,0,0,0
1.932,0.7723,0,0,0,0
1.966,0.7722,0,0,0,0
2.000,0.7720,0,0,0,0
2.034,0.7720,0,0,0,0
2.065,0.7718,0,0,0,0
2.100,0.7717,0,0,0,0
2.133,0.7716,0,0,0,0
2.167,0.7715,0,0,0,0
2.200,0.7713,0,0,0,0
2.232,0.7713,0,0,0,0
2.265,0.7711,0,0,0,0
2.299,0.7710,0,0,0,0
2.332,0.7709,0,0,0,0
2.373,0.7707,0,0,0,0
2.397,0.7706,0,0,0,0
2.433,0.7705,0,0,0,0
2.465,0.7703,0,0,0,0
2.498,0.7702,0,0,0,0
2.535,0.7700,0,0,0,0
2.567,0.7699,0,0,0,0
2.600,0.7697,0,0,0,0
2.634,0.7696,0,0,0,0
2.664,0.7694,0,0,0,0
2.703,0.7692,0,0,0,0
2.734,0.7692,0,0,0,0
2.769,0.7690,0,0,0,0
2.799,0.7689,0,0,0,0
2.834,0.7687,0,0,0,0
2.867,0.7685,0,0,0,0
2.899,0.7684,0,0,0,0
2.933,0.7682,0,0,0,0
2.963,0.7680,0,0,0,0
3.001,0.7678,0,0,0,0
3.032,0.7677,0,0,0,0
3.066,0.7675,0,0,0,0
3.099,0.7674,0,0,0,0
3.132,0.7672,0,0,0,0
3.165,0.7670,0,0,0,0
3.198,0.7669,0,0,0,0
3.232,0.7667,0,0,0,0
3.265,0.7664,0,0,0,0
3.300,0.7662,0,0,0,0
3.332,0.7661,0,0,0,0
3.366,0.7659,0,0,0,0
3.398,0.7658,0,0,0,0
3.433,0.7656,0,0,0,0
3.465,0.7654,0,0,0,0
3.499,0.7653,0,0,0,0
3.533,0.7651,0,0,0,0
3.566,0.7649,0,0,0,0
3.602,0.7646,0,0,0,0
3.632,0.7645,0,0,0,0
3.666,0.7643,0,0,0,0
3.699,0.7642,0,0,0,0
3.733,0.7640,0,0,0,0
3.766,0.7638,0,0,0,0
3.799,0.7637,0,0,0,0
3.833,0.7635,0,0,0,0
3.866,0.7633,0,0,0,0
3.899,0.7632,0,0,0,0
3.933,0.7630,0,0,0,0
3.966,0.7628,0,0,0,0
4.000,0.7626,0,0,0,0
4.033,0.7625,0,0,0,0
4.065,0.7623,0,0,0,0
4.100,0.7621,0,0,0,0
4.133,0.7620,0,0,0,0
4.163,0.7618,0,0,0,0
4.199,0.7618,0,0,0,0
4.232,0.7616,0,0,0,0
4.266,0.7614,0,0,0,0
4.298,0.7613,0,0,0,0
4.333,0.7611,0,0,0,0
4.366,0.7609,0,0,0,0
4.400,0.7608,0,0,0,0
4.433,0.7607,0,0,0,0
4.465,0.7605,0,0,0,0
4.500,0.7604,0,0,0,0
4.532,0.7603,0,0,0,0
4.565,0.7601,0,0,0,0
4.600,0.7600,0,0,0,0
4.633,0.7599,0,0,0,0
4.667,0.7597,0,0,0,0
4.699,0.7597,0,0,0,0
4.733,0.7595,0,0,0,0
4.766,0.7594,0,0,0,0
4.799,0.7593,0,0,0,0
4.833,0.7591,0,0,0,0
4.866,0.7590,0,0,0,0
4.898,0.7589,0,0,0,0
4.933,0.7588,0,0,0,0
4.966,0.7587,0,0,0,0
4.998,0.7586,0,0,0,0
5.032,0.7585,0,0,0,0
5.067,0.7583,0,0,0,0
5.100,0.7582,0,0,0,0
5.132,0.7582,0,0,0,0
5.167,0.7580,0,0,0,0
5.200,0.7579,0,0,0,0
5.232,0.7579,0,0,0,0
5.266,0.7587,0,0,0,0
5.300,0.7597,0,0,0,0
5.332,0.7602,0,0,0,0
5.366,0.7612,0,0,0,0
5.400,0.7621,0,0,0,0
5.432,0.7626,0,0,0,0
5.465,0.7635,0,0,0,0
5.500,0.7644,0,0,0,0
5.533,0.7649,0,0,0,0
5.565,0.7657,0,0,0,0
5.598,0.7662,0,0,0,0
5.633,0.7670,0,0,0,0
5.666,0.7678,0,0,0,0
5.699,0.7682,0,0,0,0
5.734,0.7690,0,0,0,0
5.767,0.7698,0,0,0,0
5.798,0.7702,0,0,0,0
5.833,0.7709,0,0,0,0
5.864,0.7717,0,0,0,0
5.899,0.7720,0,0,0,0
5.932,0.7727,0,0,0,0
5.967,0.7734,0,0,0,0
6.000,0.7741,0,0,0,0
6.033,0.7744,0,0,0,0
6.065,0.7751,0,0,0,0
6.100,0.7757,0,0,0,0
6.134,0.7760,0,0,0,0
6.166,0.7766,0,0,0,0
6.199,0.7769,0,0,0,0
6.232,0.7774,0,0,0,0
6.267,0.7780,0,0,0,0
6.300,0.7786,0,0,0,0
6.332,0.7788,0,0,0,0
6.366,0.7793,0,0,0,0
6.399,0.7796,0,0,0,0
6.432,0.7801,0,0,0,0
6.466,0.7806,0,0,0,0
6.500,0.7810,0,0,0,0
6.533,0.7813,0,0,0,0
6.565,0.7817,0,0,0,0
6.599,0.7819,0,0,0,0
6.633,0.7824,0,0,0,0
6.665,0.7828,0,0,0,0
6.699,0.7830,0,0,0,0
6.732,0.7834,0,0,0,0
6.766,0.7838,0,0,0,0
6.799,0.7841,0,0,0,0
6.833,0.7843,0,0,0,0
6.867,0.7847,0,0,0,0
6.900,0.7850,0,0,0,0
6.932,0.7852,0,0,0,0
6.965,0.7855,0,0,0,0
7.000,0.7858,0,0,0,0
7.033,0.7860,0,0,0,0
7.065,0.7863,0,0,0,0
7.100,0.7866,0,0,0,0
7.133,0.7867,0,0,0,0
7.165,0.7870,0,0,0,0
7.200,0.7872,0,0,0,0
7.232,0.7874,0,0,0,0
7.266,0.8003,1,3,4,1
7.298,0.8107,1,3,4,1
7.332,0.8201,1,3,4,1
7.366,0.8276,1,3,4,1
7.400,0.8278,1,3,4,1
7.433,0.8279,1,3,4,1
7.467,0.8282,1,3,4,1
7.499,0.8283,1,3,4,1
7.533,0.8285,1,3,4,1
7.566,0.8287,1,3,4,1
7.599,0.8288,1,3,4,1
7.632,0.8290,1,3,4,1
7.665,0.8292,1,3,4,1
7.699,0.8293,1,3,4,1
7.733,0.8295,1,3,4,1
7.766,0.8296,1,3,4,1
7.799,0.8297,1,3,4,1
7.833,0.8299,1,3,4,1
7.866,0.8300,1,3,4,1
7.899,0.8301,1,3,4,1
7.932,0.8303,1,3,4,1
7.965,0.8304,1,3,4,1
7.998,0.8305,1,3,4,1
8.033,0.8306,1,3,4,1
8.067,0.8308,1,3,4,1
8.100,0.8309,1,3,4,1
8.133,0.8310,1,3,4,1
8.165,0.8311,1,3,4,1
8.198,0.8311,1,3,4,1
8.233,0.8313,1,3,4,1
8.266,0.8314,1,3,4,1
8.298,0.8314,1,3,4,1
8.333,0.8315,1,3,4,1
