time,halfW01,d0,d1,d2,d3
2.940,0.7078,0,0,1,0
0.333,0.7191,1,3,3,1
0.367,0.7199,1,3,3,1
0.398,0.7215,1,3,3,1
0.433,0.7231,1,3,3,1
0.465,0.7240,1,3,3,2
0.498,0.7256,1,3,4,2
0.533,0.7273,1,3,4,2
0.565,0.7281,1,3,4,2
0.599,0.7298,1,3,4,2
0.634,0.7315,1,3,4,2
0.665,0.7323,1,3,4,2
0.698,0.7340,1,3,4,2
0.734,0.7356,1,3,4,2
0.765,0.7365,1,3,4,2
0.798,0.7381,1,3,4,2
0.832,0.7397,1,3,4,2
0.866,0.7405,1,3,4,2
0.899,0.7421,1,3,4,2
0.932,0.7436,1,3,4,2
0.966,0.7444,1,3,4,2
0.999,0.7459,1,3,4,2
1.032,0.7473,1,3,4,2
1.065,0.7480,1,3,4,2
1.100,0.7494,1,3,4,2
1.132,0.7507,1,3,4,2
1.166,0.7514,1,3,4,2
1.199,0.7526,1,3,4,1
1.231,0.7538,1,3,4,1
1.265,0.7544,1,3,4,1
1.299,0.7556,1,3,4,1
1.331,0.7566,1,3,4,1
1.366,0.7571,1,3,4,1
1.399,0.7581,1,3,4,1
1.432,0.7591,1,3,4,1
1.466,0.7595,1,3,4,1
1.499,0.7604,1,3,4,1
1.533,0.7612,1,3,4,1
1.566,0.7615,1,3,4,1
1.600,0.7623,1,3,4,1
1.632,0.7629,1,3,4,1
1.665,0.7632,0,0,0,0
1.699,0.7638,0,0,0,0
1.734,0.7644,0,0,0,0
1.765,0.7646,0,0,0,0
1.799,0.7651,0,0,0,0
1.833,0.7655,0,0,0,0
1.865,0.7657,0,0,0,0
1.899,0.7660,0,0,0,0
1.932,0.7663,0,0,0,0
1.966,0.7665,0,0,0,0
1.999,0.7667,0,0,0,0
2.033,0.7670,0,0,0,0
2.067,0.7672,0,0,0,0
2.098,0.7672,0,0,0,0
2.132,0.7674,0,0,0,0
2.166,0.7674,0,0,0,0
2.199,0.7675,0,0,0,0
2.298,0.7677,0,0,0,0
2.306,0.7677,0,0,0,0
2.335,0.7677,0,0,0,0
2.369,0.7678,0,0,0,0
2.401,0.7678,0,0,0,0
2.435,0.7678,0,0,0,0
2.469,0.7678,0,0,0,0
2.504,0.7677,0,0,0,0
2.535,0.7677,0,0,0,0
2.568,0.7677,0,0,0,0
2.602,0.7677,0,0,0,0
2.637,0.7676,0,0,0,0
2.668,0.7676,0,0,0,0
2.703,0.7676,0,0,0,0
2.737,0.7675,0,0,0,0
2.769,0.7675,0,0,0,0
2.802,0.7675,0,0,0,0
2.836,0.7674,0,0,0,0
2.869,0.7674,0,0,0,0
2.902,0.7674,0,0,0,0
2.935,0.7674,0,0,0,0
2.968,0.7674,0,0,0,0
3.003,0.7674,0,0,0,0
3.037,0.7673,0,0,0,0
3.068,0.7674,0,0,0,0
3.103,0.7674,0,0,0,0
3.135,0.7674,0,0,0,0
3.170,0.7674,0,0,0,0
3.201,0.7674,0,0,0,0
3.236,0.7675,0,0,0,0
3.268,0.7675,0,0,0,0
3.304,0.7675,0,0,0,0
3.336,0.7676,0,0,0,0
3.369,0.7677,0,0,0,0
3.405,0.7677,0,0,0,0
3.437,0.7678,0,0,0,0
3.470,0.7679,0,0,0,0
3.502,0.7680,0,0,0,0
3.536,0.7681,0,0,0,0
3.569,0.7683,0,0,0,0
3.601,0.7683,0,0,0,0
3.635,0.7685,0,0,0,0
3.669,0.7687,0,0,0,0
3.702,0.7687,0,0,0,0
3.736,0.7689,0,0,0,0
3.769,0.7691,0,0,0,0
3.804,0.7692,0,0,0,0
3.836,0.7694,0,0,0,0
3.869,0.7696,0,0,0,0
3.902,0.7697,0,0,0,0
3.935,0.7699,0,0,0,0
3.968,0.7701,0,0,0,0
4.002,0.7702,0,0,0,0
4.036,0.7705,0,0,0,0
4.069,0.7707,0,0,0,0
4.103,0.7708,0,0,0,0
4.136,0.7710,0,0,0,0
4.169,0.7713,0,0,0,0
4.202,0.7714,0,0,0,0
4.236,0.7716,0,0,0,0
4.269,0.7719,0,0,0,0
4.304,0.7720,0,0,0,0
4.336,0.7722,0,0,0,0
4.370,0.7725,0,0,0,0
4.402,0.7726,0,0,0,0
4.437,0.7728,0,0,0,0
4.470,0.7731,0,0,0,0
4.502,0.7732,0,0,0,0
4.536,0.7734,0,0,0,0
4.570,0.7737,0,0,0,0
4.602,0.7738,0,0,0,0
4.636,0.7741,0,0,0,0
4.668,0.7743,0,0,0,0
4.702,0.7745,0,0,0,0
4.736,0.7748,0,0,0,0
4.769,0.7751,0,0,0,0
4.802,0.7752,0,0,0,0
4.835,0.7756,0,0,0,0
4.869,0.7759,0,0,0,0
4.902,0.7760,0,0,0,0
4.937,0.7764,0,0,0,0
4.969,0.7767,0,0,0,0
5.002,0.7769,0,0,0,0
5.037,0.7772,0,0,0,0
5.069,0.7775,0,0,0,0
5.102,0.7777,0,0,0,0
5.136,0.7780,0,0,0,0
5.169,0.7783,0,0,0,0
5.202,0.7785,0,0,0,0
5.237,0.7788,0,0,0,0
5.270,0.7791,0,0,0,0
5.303,0.7792,0,0,0,0
5.335,0.7795,0,0,0,0
5.370,0.7797,0,0,0,0
5.401,0.7799,0,0,0,0
5.436,0.7801,0,0,0,0
5.470,0.7804,0,0,0,0
5.503,0.7805,0,0,0,0
5.536,0.7807,0,0,0,0
5.569,0.7809,0,0,0,0
5.602,0.7810,0,0,0,0
5.635,0.7812,0,0,0,0
5.670,0.7814,0,0,0,0
5.702,0.7815,0,0,0,0
5.735,0.7817,0,0,0,0
5.770,0.7818,0,0,0,0
5.803,0.7819,0,0,0,0
5.836,0.7821,0,0,0,0
5.870,0.7822,0,0,0,0
5.903,0.7823,0,0,0,0
5.935,0.7824,0,0,0,0
5.969,0.7825,0,0,0,0
6.002,0.7826,0,0,0,0
6.037,0.7827,0,0,0,0
6.070,0.7828,0,0,0,0
6.101,0.7828,0,0,0,0
6.137,0.7829,0,0,0,0
6.170,0.7829,0,0,0,0
6.202,0.7830,0,0,0,0
6.237,0.7830,0,0,0,0
6.269,0.7831,0,0,0,0
6.303,0.7831,0,0,0,0
6.335,0.7832,0,0,0,0
6.369,0.7832,0,0,0,0
6.402,0.7832,0,0,0,0
6.435,0.7832,0,0,0,0
6.470,0.7833,0,0,0,0
6.502,0.7833,0,0,0,0
6.536,0.7833,0,0,0,0
6.569,0.7833,0,0,0,0
6.603,0.7833,0,0,0,0
6.636,0.7833,0,0,0,0
6.669,0.7833,0,0,0,0
6.702,0.7833,0,0,0,0
6.735,0.7832,0,0,0,0
6.769,0.7832,0,0,0,0
6.802,0.7832,0,0,0,0
6.835,0.7832,0,0,0,0
6.868,0.7832,0,0,0,0
6.902,0.7831,0,0,0,0
6.974,0.7831,0,0,0,0
6.981,0.7831,0,0,0,0
7.011,0.7830,0,0,0,0
7.043,0.7830,0,0,0,0
7.078,0.7830,0,0,0,0
7.110,0.7829,0,0,0,0
7.142,0.7829,0,0,0,0
7.178,0.7828,0,0,0,0
7.210,0.7828,0,0,0,0
7.243,0.7828,0,0,0,0
7.277,0.7827,0,0,0,0
7.312,0.7826,0,0,0,0
7.343,0.7826,0,0,0,0
7.376,0.7825,0,0,0,0
7.410,0.7825,0,0,0,0
7.445,0.7824,0,0,0,0
7.477,0.7824,0,0,0,0
7.511,0.7823,0,0,0,0
7.544,0.7823,0,0,0,0
7.577,0.7822,0,0,0,0
7.610,0.7821,0,0,0,0
7.643,0.7821,0,0,0,0
