time,halfW01,d0,d1,d2,d3
2.929,0.7857,0,0,0,0
0.339,0.7951,1,3,3,1
0.372,0.7961,1,3,3,1
0.407,0.7972,1,3,3,1
0.439,0.7977,1,3,3,1
0.473,0.7987,1,3,3,1
0.506,0.7997,1,3,3,1
0.538,0.8002,1,3,3,1
0.573,0.8011,1,3,3,1
0.605,0.8020,1,3,3,1
0.639,0.8025,1,3,3,1
0.672,0.8034,1,3,3,1
0.706,0.8042,1,3,3,1
0.739,0.8046,1,3,3,1
0.772,0.8054,1,3,3,1
0.805,0.8062,1,3,3,1
0.839,0.8066,1,3,3,1
0.872,0.8074,1,3,3,1
0.905,0.8081,1,3,3,2
0.939,0.8084,1,3,4,2
0.973,0.8091,1,3,4,2
1.007,0.8098,1,3,4,2
1.039,0.8101,1,3,4,2
1.073,0.8107,1,3,4,2
1.106,0.8113,1,3,4,2
1.139,0.8116,1,3,4,2
1.172,0.8121,1,3,4,2
1.207,0.8127,1,3,4,2
1.240,0.8129,1,3,4,2
1.272,0.8134,1,3,4,2
1.305,0.8139,1,3,4,2
1.338,0.8141,1,3,4,2
1.373,0.8146,1,3,4,2
1.405,0.8150,1,3,4,2
1.439,0.8152,1,3,4,2
1.472,0.8156,1,3,4,2
1.506,0.8160,1,3,4,2
1.539,0.8162,1,3,4,2
1.573,0.8165,1,3,4,2
1.607,0.8168,1,3,4,2
1.640,0.8170,0,0,0,0
1.672,0.8173,0,0,0,0
1.705,0.8176,0,0,0,0
1.739,0.8177,0,0,0,0
1.772,0.8180,0,0,0,0
1.806,0.8183,0,0,0,0
1.839,0.8184,0,0,0,0
1.873,0.8186,0,0,0,0
1.905,0.8188,0,0,0,0
1.938,0.8189,0,0,0,0
1.972,0.8191,0,0,0,0
2.007,0.8193,0,0,0,0
2.040,0.8194,0,0,0,0
2.072,0.8196,0,0,0,0
2.106,0.8197,0,0,0,0
2.140,0.8198,0,0,0,0
2.172,0.8200,0,0,0,0
2.205,0.8201,0,0,0,0
2.240,0.8202,0,0,0,0
2.273,0.8203,0,0,0,0
2.306,0.8204,0,0,0,0
2.339,0.8205,0,0,0,0
2.372,0.8206,0,0,0,0
2.407,0.8207,0,0,0,0
2.439,0.8207,0,0,0,0
2.473,0.8208,0,0,0,0
2.505,0.8209,0,0,0,0
2.539,0.8210,0,0,0,0
2.573,0.8210,0,0,0,0
2.605,0.8211,0,0,0,0
2.640,0.8211,0,0,0,0
2.673,0.8212,0,0,0,0
2.706,0.8213,0,0,0,0
2.739,0.8213,0,0,0,0
2.772,0.8214,0,0,0,0
2.806,0.8214,0,0,0,0
2.840,0.8214,0,0,0,0
2.873,0.8215,0,0,0,0
2.906,0.8215,0,0,0,0
2.940,0.8216,0,0,0,0
2.972,0.8216,0,0,0,0
3.006,0.8216,0,0,0,0
3.040,0.8216,0,0,0,0
3.072,0.8217,0,0,0,0
3.105,0.8217,0,0,0,0
3.140,0.8217,0,0,0,0
3.173,0.8218,0,0,0,0
3.205,0.8218,0,0,0,0
3.243,0.8218,0,0,0,0
3.273,0.8218,0,0,0,0
3.306,0.8218,0,0,0,0
3.340,0.8218,0,0,0,0
3.373,0.8219,0,0,0,0
3.406,0.8219,0,0,0,0
3.439,0.8219,0,0,0,0
3.473,0.8219,0,0,0,0
3.505,0.8219,0,0,0,0
3.540,0.8219,0,0,0,0
3.573,0.8220,0,0,0,0
3.606,0.8220,0,0,0,0
3.639,0.8220,0,0,0,0
3.672,0.8220,0,0,0,0
3.705,0.8220,0,0,0,0
3.739,0.8220,0,0,0,0
3.773,0.8220,0,0,0,0
3.807,0.8220,0,0,0,0
3.839,0.8220,0,0,0,0
3.872,0.8221,0,0,0,0
3.906,0.8221,0,0,0,0
3.939,0.8221,0,0,0,0
3.972,0.8221,0,0,0,0
4.007,0.8221,0,0,0,0
4.039,0.8221,0,0,0,0
4.073,0.8221,0,0,0,0
4.106,0.8221,0,0,0,0
4.140,0.8221,0,0,0,0
4.172,0.8221,0,0,0,0
4.206,0.8221,0,0,0,0
4.239,0.8222,0,0,0,0
4.272,0.8222,0,0,0,0
4.306,0.8222,0,0,0,0
4.338,0.8222,0,0,0,0
4.373,0.8222,0,0,0,0
4.406,0.8222,0,0,0,0
4.439,0.8222,0,0,0,0
4.473,0.8222,0,0,0,0
4.506,0.8222,0,0,0,0
4.539,0.8222,0,0,0,0
4.573,0.8222,0,0,0,0
4.606,0.8222,0,0,0,0
4.639,0.8222,0,0,0,0
4.672,0.8223,0,0,0,0
4.707,0.8223,0,0,0,0
4.739,0.8223,0,0,0,0
4.773,0.8223,0,0,0,0
4.806,0.8223,0,0,0,0
4.838,0.8223,0,0,0,0
4.874,0.8223,0,0,0,0
4.906,0.8223,0,0,0,0
4.939,0.8223,0,0,0,0
4.973,0.8223,0,0,0,0
5.006,0.8223,0,0,0,0
5.038,0.8223,0,0,0,0
5.072,0.8224,0,0,0,0
5.107,0.8224,0,0,0,0
5.140,0.8224,0,0,0,0
5.172,0.8224,0,0,0,0
5.205,0.8224,0,0,0,0
5.239,0.8224,0,0,0,0
5.273,0.8224,0,0,0,0
5.307,0.8224,0,0,0,0
5.339,0.8224,0,0,0,0
5.372,0.8224,0,0,0,0
5.408,0.8225,0,0,0,0
5.440,0.8225,0,0,0,0
5.472,0.8225,0,0,0,0
5.506,0.8225,0,0,0,0
5.540,0.8225,0,0,0,0
5.572,0.8225,0,0,0,0
5.606,0.8225,0,0,0,0
5.639,0.8225,0,0,0,0
5.673,0.8225,0,0,0,0
5.710,0.8225,0,0,0,0
5.740,0.8225,0,0,0,0
5.772,0.8226,0,0,0,0
5.807,0.8226,0,0,0,0
5.839,0.8226,0,0,0,0
5.873,0.8226,0,0,0,0
5.905,0.8226,0,0,0,0
5.939,0.8226,0,0,0,0
5.973,0.8226,0,0,0,0
6.007,0.8226,0,0,0,0
6.040,0.8226,0,0,0,0
6.073,0.8227,0,0,0,0
6.107,0.8227,0,0,0,0
6.154,0.8227,0,0,0,0
6.173,0.8227,0,0,0,0
6.207,0.8227,0,0,0,0
6.240,0.8227,0,0,0,0
