time,halfW01,d0,d1,d2,d3
2.910,0.8043,0,1,1,0
0.333,0.8107,1,3,3,1
0.365,0.8117,1,3,3,1
0.399,0.8127,1,3,3,1
0.431,0.8133,1,3,3,1
0.465,0.8143,1,3,3,1
0.498,0.8154,1,3,3,1
0.530,0.8160,1,3,3,1
0.565,0.8170,1,3,3,1
0.599,0.8181,1,3,3,1
0.633,0.8187,1,3,3,1
0.664,0.8197,1,3,3,1
0.697,0.8208,1,3,3,1
0.733,0.8213,1,4,3,1
0.766,0.8224,1,4,3,1
0.798,0.8234,1,4,3,1
0.831,0.8239,1,4,3,1
0.866,0.8249,1,4,3,1
0.898,0.8258,1,4,3,1
0.930,0.8263,1,4,3,1
0.966,0.8273,1,4,3,1
0.998,0.8282,1,4,3,1
1.032,0.8286,1,4,3,1
1.066,0.8295,1,4,3,1
1.099,0.8303,1,4,3,1
1.132,0.8307,1,4,3,1
1.166,0.8315,1,4,3,1
1.198,0.8323,1,4,3,1
1.232,0.8327,1,4,3,1
1.265,0.8334,1,4,3,1
1.298,0.8341,1,4,3,1
1.333,0.8345,1,4,3,1
1.366,0.8351,1,4,3,1
1.399,0.8358,1,4,3,1
1.432,0.8361,1,4,3,1
1.465,0.8367,1,4,3,1
1.498,0.8373,1,4,3,1
1.531,0.8376,1,4,3,1
1.566,0.8381,1,4,3,1
1.597,0.8387,1,4,3,1
1.631,0.8389,1,4,3,1
1.665,0.8394,0,0,0,0
1.700,0.8399,0,0,0,0
1.732,0.8402,0,0,0,0
1.764,0.8406,0,0,0,0
1.798,0.8411,0,0,0,0
1.832,0.8413,0,0,0,0
1.865,0.8417,0,0,0,0
1.898,0.8421,0,0,0,0
1.932,0.8423,0,0,0,0
1.964,0.8426,0,0,0,0
2.000,0.8430,0,0,0,0
2.032,0.8431,0,0,0,0
2.065,0.8435,0,0,0,0
2.098,0.8438,0,0,0,0
2.132,0.8439,0,0,0,0
2.166,0.8442,0,0,0,0
2.198,0.8445,0,0,0,0
2.232,0.8446,0,0,0,0
2.265,0.8449,0,0,0,0
2.299,0.8451,0,0,0,0
2.331,0.8452,0,0,0,0
2.365,0.8454,0,0,0,0
2.399,0.8456,0,0,0,0
2.432,0.8457,0,0,0,0
2.466,0.8459,0,0,0,0
2.497,0.8461,0,0,0,0
2.532,0.8462,0,0,0,0
2.564,0.8463,0,0,0,0
2.602,0.8465,0,0,0,0
2.631,0.8465,0,0,0,0
2.665,0.8466,0,0,0,0
2.699,0.8467,0,0,0,0
2.731,0.8468,0,0,0,0
2.766,0.8469,0,0,0,0
2.799,0.8469,0,0,0,0
2.832,0.8470,0,0,0,0
2.866,0.8470,0,0,0,0
2.900,0.8471,0,0,0,0
2.931,0.8471,0,0,0,0
2.967,0.8471,0,0,0,0
2.999,0.8471,0,0,0,0
3.031,0.8471,0,0,0,0
3.066,0.8471,0,0,0,0
3.099,0.8471,0,0,0,0
3.132,0.8471,0,0,0,0
3.166,0.8471,0,0,0,0
3.198,0.8470,0,0,0,0
3.232,0.8470,0,0,0,0
3.266,0.8469,0,0,0,0
3.298,0.8469,0,0,0,0
3.332,0.8468,0,0,0,0
3.366,0.8467,0,0,0,0
3.398,0.8467,0,0,0,0
3.432,0.8466,0,0,0,0
3.464,0.8465,0,0,0,0
3.497,0.8464,0,0,0,0
3.536,0.8463,0,0,0,0
3.564,0.8462,0,0,0,0
3.599,0.8460,0,0,0,0
3.631,0.8460,0,0,0,0
3.665,0.8458,0,0,0,0
3.699,0.8456,0,0,0,0
3.732,0.8455,0,0,0,0
3.765,0.8454,0,0,0,0
3.797,0.8452,0,0,0,0
3.831,0.8451,0,0,0,0
3.866,0.8449,0,0,0,0
3.900,0.8447,0,0,0,0
3.931,0.8446,0,0,0,0
3.964,0.8443,0,0,0,0
3.999,0.8441,0,0,0,0
4.033,0.8440,0,0,0,0
4.066,0.8437,0,0,0,0
4.099,0.8435,0,0,0,0
4.132,0.8434,0,0,0,0
4.165,0.8431,0,0,0,0
4.199,0.8428,0,0,0,0
4.232,0.8427,0,0,0,0
4.264,0.8424,0,0,0,0
4.299,0.8421,0,0,0,0
4.333,0.8420,0,0,0,0
4.365,0.8417,0,0,0,0
4.398,0.8414,0,0,0,0
4.433,0.8412,0,0,0,0
4.465,0.8409,0,0,0,0
4.498,0.8406,0,0,0,0
4.531,0.8405,0,0,0,0
4.564,0.8401,0,0,0,0
4.598,0.8398,0,0,0,0
4.632,0.8396,0,0,0,0
4.664,0.8393,0,0,0,0
4.699,0.8390,0,0,0,0
4.731,0.8388,0,0,0,0
4.764,0.8384,0,0,0,0
4.798,0.8381,0,0,0,0
4.832,0.8379,0,0,0,0
4.866,0.8376,0,0,0,0
4.899,0.8372,0,0,0,0
4.932,0.8370,0,0,0,0
4.965,0.8367,0,0,0,0
4.999,0.8363,0,0,0,0
5.031,0.8361,0,0,0,0
5.064,0.8357,0,0,0,0
5.099,0.8354,0,0,0,0
5.131,0.8352,0,0,0,0
5.165,0.8348,0,0,0,0
5.198,0.8344,0,0,0,0
5.232,0.8342,0,0,0,0
5.265,0.8339,0,0,0,0
5.299,0.8335,0,0,0,0
5.331,0.8333,0,0,0,0
5.365,0.8329,0,0,0,0
5.398,0.8325,0,0,0,0
5.432,0.8323,0,0,0,0
5.466,0.8320,0,0,0,0
5.498,0.8316,0,0,0,0
5.531,0.8314,0,0,0,0
5.565,0.8310,0,0,0,0
5.599,0.8306,0,0,0,0
5.632,0.8305,0,0,0,0
5.665,0.8301,0,0,0,0
