time,halfW01,d0,d1,d2,d3
2.940,0.7031,0,0,1,0
0.333,0.7110,2,2,3,0
0.365,0.7115,2,3,3,1
0.399,0.7125,2,3,3,1
0.432,0.7135,2,3,3,1
0.467,0.7140,2,3,3,1
0.498,0.7150,2,3,4,1
0.531,0.7161,2,3,4,1
0.565,0.7166,2,3,4,1
0.600,0.7176,2,3,4,1
0.633,0.7187,2,3,4,1
0.665,0.7192,2,3,4,1
0.698,0.7203,2,3,4,1
0.733,0.7213,2,3,4,1
0.764,0.7218,2,3,4,1
0.798,0.7229,2,3,4,1
0.832,0.7239,2,3,4,1
0.864,0.7244,2,3,4,1
0.899,0.7255,2,3,4,1
0.933,0.7265,2,3,4,1
0.965,0.7270,2,3,4,1
1.000,0.7280,2,3,4,1
1.032,0.7290,2,3,4,1
1.067,0.7295,2,3,4,1
1.098,0.7305,2,3,4,1
1.133,0.7314,2,3,4,1
1.166,0.7319,2,3,4,1
1.198,0.7329,2,3,4,1
1.232,0.7338,2,3,4,1
1.265,0.7343,2,3,4,1
1.299,0.7352,2,3,4,1
1.333,0.7361,2,3,4,1
1.365,0.7365,2,3,4,1
1.398,0.7374,2,3,4,1
1.431,0.7383,2,3,4,1
1.466,0.7387,2,3,4,1
1.498,0.7395,2,3,4,1
1.540,0.7404,2,3,4,1
1.566,0.7408,2,3,4,1
1.598,0.7416,2,3,4,1
1.631,0.7423,2,3,4,1
1.661,0.7427,0,0,0,0
1.697,0.7435,0,0,0,0
1.730,0.7442,0,0,0,0
1.764,0.7446,0,0,0,0
1.798,0.7453,0,0,0,0
1.833,0.7460,0,0,0,0
1.866,0.7464,0,0,0,0
1.898,0.7471,0,0,0,0
1.931,0.7477,0,0,0,0
1.965,0.7481,0,0,0,0
1.998,0.7487,0,0,0,0
2.031,0.7493,0,0,0,0
2.065,0.7496,0,0,0,0
2.099,0.7503,0,0,0,0
2.132,0.7509,0,0,0,0
2.166,0.7512,0,0,0,0
2.199,0.7518,0,0,0,0
2.232,0.7523,0,0,0,0
2.265,0.7526,0,0,0,0
2.299,0.7532,0,0,0,0
2.333,0.7537,0,0,0,0
2.365,0.7540,0,0,0,0
2.399,0.7545,0,0,0,0
2.432,0.7550,0,0,0,0
2.465,0.7553,0,0,0,0
2.500,0.7558,0,0,0,0
2.533,0.7563,0,0,0,0
2.566,0.7565,0,0,0,0
2.599,0.7570,0,0,0,0
2.632,0.7575,0,0,0,0
2.665,0.7577,0,0,0,0
2.699,0.7582,0,0,0,0
2.732,0.7586,0,0,0,0
2.765,0.7589,0,0,0,0
2.899,0.7604,0,0,0,0
2.919,0.7606,0,0,0,0
2.951,0.7610,0,0,0,0
2.981,0.7612,0,0,0,0
3.010,0.7616,0,0,0,0
3.043,0.7618,0,0,0,0
3.076,0.7621,0,0,0,0
3.111,0.7625,0,0,0,0
3.144,0.7627,0,0,0,0
3.177,0.7631,0,0,0,0
3.209,0.7634,0,0,0,0
3.242,0.7636,0,0,0,0
3.276,0.7640,0,0,0,0
3.307,0.7641,0,0,0,0
3.342,0.7645,0,0,0,0
3.376,0.7648,0,0,0,0
3.410,0.7651,0,0,0,0
3.443,0.7654,0,0,0,0
3.477,0.7660,0,0,0,0
3.511,0.7666,0,0,0,0
3.547,0.7670,0,0,0,0
3.576,0.7675,0,0,0,0
3.611,0.7681,0,0,0,0
3.644,0.7684,0,0,0,0
3.677,0.7690,0,0,0,0
3.708,0.7695,0,0,0,0
3.744,0.7698,0,0,0,0
3.776,0.7703,0,0,0,0
3.811,0.7709,0,0,0,0
3.843,0.7711,0,0,0,0
3.877,0.7716,0,0,0,0
3.910,0.7721,0,0,0,0
3.946,0.7724,0,0,0,0
3.977,0.7728,0,0,0,0
4.010,0.7733,0,0,0,0
4.042,0.7735,0,0,0,0
4.077,0.7740,0,0,0,0
4.115,0.7744,0,0,0,0
4.142,0.7747,0,0,0,0
4.176,0.7751,0,0,0,0
4.210,0.7755,0,0,0,0
4.242,0.7757,0,0,0,0
4.276,0.7761,0,0,0,0
4.309,0.7765,0,0,0,0
4.342,0.7767,0,0,0,0
4.376,0.7771,0,0,0,0
4.410,0.7775,0,0,0,0
4.442,0.7777,0,0,0,0
4.476,0.7780,0,0,0,0
4.509,0.7784,0,0,0,0
4.542,0.7785,0,0,0,0
4.575,0.7789,0,0,0,0
4.610,0.7792,0,0,0,0
4.643,0.7794,0,0,0,0
4.684,0.7797,0,0,0,0
4.709,0.7800,0,0,0,0
4.742,0.7802,0,0,0,0
4.776,0.7805,0,0,0,0
4.809,0.7808,0,0,0,0
4.842,0.7809,0,0,0,0
4.876,0.7812,0,0,0,0
4.909,0.7815,0,0,0,0
4.943,0.7817,0,0,0,0
4.977,0.7819,0,0,0,0
5.006,0.7821,0,0,0,0
5.042,0.7823,0,0,0,0
5.077,0.7826,0,0,0,0
5.109,0.7828,0,0,0,0
5.142,0.7830,0,0,0,0
5.177,0.7832,0,0,0,0
5.211,0.7835,0,0,0,0
5.244,0.7836,0,0,0,0
5.276,0.7838,0,0,0,0
