time,halfW01,d0,d1,d2,d3
2.933,0.7951,0,1,0,0
0.333,0.7828,1,3,3,2
0.350,0.7820,1,3,3,2
0.383,0.7812,1,3,3,2
0.416,0.7797,1,3,3,2
0.450,0.7781,1,3,3,2
0.484,0.7768,1,3,3,2
0.516,0.7771,1,3,3,2
0.549,0.7779,1,3,3,2
0.583,0.7782,1,3,3,2
0.615,0.7790,1,3,3,2
0.650,0.7797,1,3,3,2
0.683,0.7800,1,3,3,2
0.717,0.7808,1,3,3,2
0.747,0.7815,1,3,3,2
0.784,0.7822,1,3,3,2
0.817,0.7825,1,3,3,2
0.850,0.7833,1,3,3,2
0.884,0.7840,1,3,3,2
0.916,0.7843,1,3,3,2
0.950,0.7850,1,4,3,2
0.983,0.7853,1,4,3,2
1.017,0.7860,1,4,3,2
1.049,0.7867,1,4,3,2
1.083,0.7871,1,4,3,2
1.117,0.7877,1,4,3,2
1.150,0.7884,1,4,3,2
1.183,0.7887,1,4,3,2
1.216,0.7894,1,4,3,2
1.248,0.7900,1,4,3,2
1.282,0.7904,1,4,3,2
1.316,0.7910,1,4,3,2
1.351,0.7916,1,4,3,2
1.383,0.7919,1,4,3,2
1.416,0.7925,1,4,3,2
1.449,0.7931,1,4,3,2
1.484,0.7937,1,4,3,2
1.516,0.7940,1,4,3,2
1.550,0.7946,1,4,3,2
1.582,0.7949,1,4,3,2
1.616,0.7954,1,4,3,2
1.650,0.7959,0,0,0,0
1.683,0.7962,0,0,0,0
1.716,0.7967,0,0,0,0
1.923,0.7990,0,0,0,0
1.955,0.7994,0,0,0,0
1.983,0.7996,0,0,0,0
2.001,0.7998,0,0,0,0
2.036,0.8002,0,0,0,0
2.048,0.8004,0,0,0,0
2.089,0.8008,0,0,0,0
2.123,0.8009,0,0,0,0
2.158,0.8012,0,0,0,0
2.189,0.8015,0,0,0,0
2.221,0.8017,0,0,0,0
2.255,0.8020,0,0,0,0
2.289,0.8022,0,0,0,0
2.322,0.8023,0,0,0,0
2.357,0.8025,0,0,0,0
2.389,0.8027,0,0,0,0
2.422,0.8028,0,0,0,0
2.456,0.8030,0,0,0,0
2.488,0.8031,0,0,0,0
2.523,0.8032,0,0,0,0
2.555,0.8033,0,0,0,0
2.589,0.8034,0,0,0,0
2.622,0.8034,0,0,0,0
2.651,0.8035,0,0,0,0
2.694,0.8035,0,0,0,0
2.721,0.8035,0,0,0,0
2.758,0.8035,0,0,0,0
2.792,0.8035,0,0,0,0
2.821,0.8035,0,0,0,0
2.860,0.8034,0,0,0,0
2.888,0.8033,0,0,0,0
2.922,0.8033,0,0,0,0
2.956,0.8032,0,0,0,0
2.989,0.8031,0,0,0,0
3.023,0.8030,0,0,0,0
3.056,0.8028,0,0,0,0
3.089,0.8027,0,0,0,0
3.122,0.8026,0,0,0,0
3.156,0.8025,0,0,0,0
3.188,0.8023,0,0,0,0
3.222,0.8022,0,0,0,0
3.255,0.8020,0,0,0,0
3.289,0.8019,0,0,0,0
3.323,0.8018,0,0,0,0
3.355,0.8016,0,0,0,0
3.388,0.8014,0,0,0,0
3.422,0.8012,0,0,0,0
3.456,0.8010,0,0,0,0
3.488,0.8008,0,0,0,0
3.522,0.8007,0,0,0,0
3.556,0.8004,0,0,0,0
3.589,0.8002,0,0,0,0
3.622,0.8000,0,0,0,0
3.656,0.7998,0,0,0,0
3.689,0.7995,0,0,0,0
3.722,0.7993,0,0,0,0
3.755,0.7990,0,0,0,0
3.788,0.7987,0,0,0,0
3.822,0.7986,0,0,0,0
3.856,0.7983,0,0,0,0
3.889,0.7979,0,0,0,0
3.923,0.7978,0,0,0,0
3.955,0.7974,0,0,0,0
3.989,0.7971,0,0,0,0
4.022,0.7969,0,0,0,0
4.056,0.7966,0,0,0,0
4.089,0.7962,0,0,0,0
4.123,0.7960,0,0,0,0
4.156,0.7957,0,0,0,0
4.192,0.7953,0,0,0,0
4.222,0.7951,0,0,0,0
4.255,0.7948,0,0,0,0
4.289,0.7944,0,0,0,0
4.322,0.7943,0,0,0,0
4.356,0.7939,0,0,0,0
4.389,0.7936,0,0,0,0
4.422,0.7934,0,0,0,0
4.455,0.7930,0,0,0,0
4.488,0.7927,0,0,0,0
4.522,0.7925,0,0,0,0
4.556,0.7922,0,0,0,0
4.592,0.7919,0,0,0,0
4.623,0.7917,0,0,0,0
4.657,0.7914,0,0,0,0
4.691,0.7911,0,0,0,0
4.722,0.7910,0,0,0,0
4.759,0.7907,0,0,0,0
4.788,0.7904,0,0,0,0
4.822,0.7903,0,0,0,0
