time,halfW01,d0,d1,d2,d3
2.592,0.7668,0,1,1,0
0.333,0.7611,1,3,3,1
0.355,0.7607,1,3,3,1
0.392,0.7604,1,3,3,1
0.429,0.7597,1,3,3,1
0.458,0.7590,1,3,3,1
0.494,0.7583,1,3,3,1
0.524,0.7579,1,3,3,1
0.558,0.7572,1,3,3,1
0.594,0.7564,1,3,3,1
0.623,0.7560,1,3,3,1
0.660,0.7552,1,3,3,1
0.695,0.7543,1,3,3,1
0.725,0.7539,1,3,3,1
0.759,0.7531,1,3,3,1
0.795,0.7522,1,4,3,1
0.825,0.7517,1,4,3,1
0.861,0.7508,1,4,3,1
0.894,0.7498,1,4,3,1
0.926,0.7494,1,4,3,1
0.962,0.7484,1,4,4,1
0.995,0.7474,1,4,4,1
1.026,0.7469,1,4,4,1
1.060,0.7458,1,4,4,1
1.091,0.7453,1,4,4,1
1.126,0.7443,1,4,4,1
1.157,0.7432,1,4,4,1
1.190,0.7427,1,4,4,1
1.224,0.7416,1,4,4,1
1.257,0.7405,1,4,4,1
1.291,0.7400,1,4,4,1
1.328,0.7389,1,4,4,1
1.358,0.7378,1,4,4,1
1.391,0.7372,1,4,4,1
1.424,0.7361,1,4,4,1
1.461,0.7350,1,4,4,1
1.493,0.7339,1,4,4,1
1.524,0.7333,1,4,4,1
1.557,0.7322,1,4,4,1
1.590,0.7317,1,4,4,1
1.627,0.7306,1,4,4,1
1.662,0.7295,0,0,0,0
1.694,0.7285,0,0,0,0
1.726,0.7279,0,0,0,0
1.757,0.7269,0,0,0,0
1.792,0.7264,0,0,0,0
1.827,0.7253,0,0,0,0
1.861,0.7243,0,0,0,0
1.892,0.7238,0,0,0,0
1.925,0.7228,0,0,0,0
1.959,0.7219,0,0,0,0
1.991,0.7214,0,0,0,0
2.028,0.7204,0,0,0,0
2.059,0.7195,0,0,0,0
2.092,0.7191,0,0,0,0
2.128,0.7182,0,0,0,0
2.161,0.7173,0,0,0,0
2.193,0.7165,0,0,0,0
2.224,0.7161,0,0,0,0
2.260,0.7153,0,0,0,0
2.292,0.7149,0,0,0,0
2.328,0.7141,0,0,0,0
2.360,0.7134,0,0,0,0
2.396,0.7126,0,0,0,0
2.428,0.7123,0,0,0,0
2.457,0.7116,0,0,0,0
2.492,0.7113,0,0,0,0
2.529,0.7106,0,0,0,0
2.559,0.7107,0,0,0,0
2.593,0.7122,0,0,0,0
2.624,0.7130,0,0,0,0
2.658,0.7145,0,0,0,0
2.692,0.7153,0,0,0,0
2.724,0.7168,0,0,0,0
2.761,0.7183,0,0,0,0
2.791,0.7191,0,0,0,0
2.831,0.7206,0,0,0,0
2.861,0.7221,0,0,0,0
2.895,0.7236,0,0,0,0
2.924,0.7244,0,0,0,0
3.091,0.7303,1,4,3,2
3.132,0.7317,1,4,3,2
3.158,0.7332,1,4,3,2
3.184,0.7339,1,4,3,2
