time,halfW01,d0,d1,d2,d3
2.919,0.7872,0,0,0,0
0.347,0.7984,1,3,3,1
0.374,0.7990,1,3,3,1
0.410,0.8001,1,3,3,1
0.443,0.8012,1,3,3,1
0.477,0.8017,1,3,3,1
0.512,0.8028,1,3,3,2
0.544,0.8038,1,3,3,2
0.578,0.8043,1,3,3,2
0.611,0.8053,1,3,3,2
0.645,0.8063,1,4,3,2
0.677,0.8067,1,4,3,2
0.711,0.8076,1,4,3,2
0.745,0.8085,1,4,3,2
0.777,0.8090,1,4,3,2
0.811,0.8098,1,4,3,2
0.844,0.8106,1,4,3,2
0.877,0.8110,1,4,3,2
0.909,0.8118,1,4,3,2
0.944,0.8125,1,4,3,2
0.978,0.8129,1,4,3,2
1.009,0.8136,1,4,3,2
1.044,0.8143,1,4,3,2
1.076,0.8146,1,4,3,2
1.110,0.8153,1,4,3,2
1.145,0.8159,1,4,3,2
1.176,0.8162,1,4,3,2
1.211,0.8168,1,4,3,2
1.243,0.8174,1,4,3,2
1.277,0.8176,1,4,3,2
1.309,0.8182,1,4,3,2
1.344,0.8187,1,4,3,2
1.378,0.8190,1,4,3,2
1.411,0.8195,1,4,3,2
1.443,0.8199,1,4,3,2
1.478,0.8202,1,4,3,2
1.510,0.8206,1,4,3,2
1.543,0.8211,1,4,3,2
1.577,0.8213,1,4,3,2
1.612,0.8217,1,4,3,2
1.643,0.8221,1,4,3,2
1.677,0.8223,0,0,0,0
1.711,0.8226,0,0,0,0
1.743,0.8230,0,0,0,0
1.778,0.8232,0,0,0,0
1.807,0.8235,0,0,0,0
1.844,0.8238,0,0,0,0
1.877,0.8240,0,0,0,0
1.909,0.8243,0,0,0,0
1.943,0.8246,0,0,0,0
1.978,0.8247,0,0,0,0
2.010,0.8250,0,0,0,0
2.043,0.8253,0,0,0,0
2.077,0.8254,0,0,0,0
2.111,0.8257,0,0,0,0
2.144,0.8259,0,0,0,0
2.285,0.8267,0,0,0,0
2.308,0.8268,0,0,0,0
2.329,0.8269,0,0,0,0
2.365,0.8271,0,0,0,0
2.392,0.8272,0,0,0,0
2.425,0.8274,0,0,0,0
2.458,0.8274,0,0,0,0
2.492,0.8276,0,0,0,0
2.527,0.8278,0,0,0,0
2.559,0.8279,0,0,0,0
2.588,0.8280,0,0,0,0
2.624,0.8282,0,0,0,0
2.659,0.8282,0,0,0,0
2.693,0.8284,0,0,0,0
2.725,0.8285,0,0,0,0
2.758,0.8286,0,0,0,0
2.793,0.8287,0,0,0,0
2.825,0.8288,0,0,0,0
2.859,0.8289,0,0,0,0
2.891,0.8290,0,0,0,0
2.926,0.8291,0,0,0,0
2.957,0.8291,0,0,0,0
2.993,0.8292,0,0,0,0
3.026,0.8293,0,0,0,0
3.060,0.8294,0,0,0,0
3.092,0.8295,0,0,0,0
3.125,0.8296,0,0,0,0
3.159,0.8296,0,0,0,0
3.193,0.8297,0,0,0,0
3.226,0.8298,0,0,0,0
3.259,0.8298,0,0,0,0
3.293,0.8299,0,0,0,0
3.325,0.8299,0,0,0,0
3.358,0.8300,0,0,0,0
3.392,0.8300,0,0,0,0
3.424,0.8301,0,0,0,0
3.459,0.8301,0,0,0,0
3.495,0.8302,0,0,0,0
3.527,0.8302,0,0,0,0
3.558,0.8303,0,0,0,0
3.592,0.8303,0,0,0,0
3.626,0.8304,0,0,0,0
3.660,0.8304,0,0,0,0
3.692,0.8304,0,0,0,0
3.724,0.8305,0,0,0,0
3.759,0.8305,0,0,0,0
3.791,0.8305,0,0,0,0
